lambda,alpha,excluded,source
1.2521644672865442e-05,4148.148148148146,1,envelope
1.273698745285032e-05,4148.148148148146,1,envelope
1.295603362117622e-05,4148.148148148146,1,envelope
1.3178846867395188e-05,4148.148148148146,1,envelope
1.3405491976369552e-05,4148.148148148146,1,envelope
1.36360348471086e-05,4148.148148148146,1,envelope
1.3870542511929233e-05,4148.148148148146,1,envelope
1.4109083155946193e-05,4148.148148148146,1,envelope
1.4351726136897697e-05,4148.148148148146,1,envelope
1.4598542005311434e-05,4148.148148148146,1,envelope
1.4849602525017936e-05,4148.148148148146,1,envelope
1.5104980694016564e-05,4148.148148148146,1,envelope
1.536475076570024e-05,4148.148148148146,1,envelope
1.562898827044517e-05,4148.148148148146,1,envelope
1.5897770037572135e-05,4148.148148148146,1,envelope
1.6171174217685164e-05,4148.148148148146,1,envelope
1.6449280305394457e-05,4148.148148148146,1,envelope
1.673216916243016e-05,4148.148148148146,1,envelope
1.7019923041153694e-05,4148.148148148146,1,envelope
1.7312625608473262e-05,4148.148148148146,1,envelope
1.7610361970170613e-05,4148.148148148146,1,envelope
1.791321869564649e-05,4148.148148148146,1,envelope
1.822128384309132e-05,4148.148148148146,1,envelope
1.853464698508877e-05,4148.148148148146,1,envelope
1.8853399234659987e-05,4148.148148148146,1,envelope
1.917763327175536e-05,4148.148148148146,1,envelope
1.950744337020193e-05,4148.148148148146,1,envelope
1.9842925425114413e-05,4148.148148148146,1,envelope
2.0184176980777576e-05,4148.148148148146,1,envelope
2.0531297259008028e-05,4148.148148148146,1,envelope
2.0884387188003663e-05,4148.148148148146,1,envelope
2.1243549431689665e-05,4148.148148148146,1,envelope
2.1608888419568795e-05,4148.148148148146,1,envelope
2.1980510377085022e-05,4148.148148148146,1,envelope
2.2358523356509773e-05,4148.148148148146,1,envelope
2.2743037268358893e-05,4148.148148148146,1,envelope
2.313416391335e-05,4148.148148148146,1,envelope
2.3532017014909587e-05,4148.148148148146,1,envelope
2.393671225223917e-05,4148.148148148146,1,envelope
2.434836729394994e-05,4148.148148148146,1,envelope
2.4767101832275737e-05,5740.8455193122745,1,envelope
2.519303761787492e-05,5740.8455193122745,1,envelope
2.5626298495230257e-05,5137.7271060404055,1,envelope
2.6067010438657645e-05,5137.7271060404055,1,envelope
2.651530158893432e-05,5137.7271060404055,1,envelope
2.6971302290557213e-05,4597.97075663244,1,envelope
2.743514512964111e-05,4597.97075663244,1,envelope
2.7906964972469593e-05,4597.97075663244,1,envelope
2.8386899004708583e-05,4114.919816194852,1,envelope
2.8875086771294177e-05,4114.919816194852,1,envelope
2.937167021700635e-05,4114.919816194852,1,envelope
2.987679372774096e-05,4114.919816194852,1,envelope
3.039060417249102e-05,3682.616960816536,1,envelope
3.091325094604999e-05,3682.616960816536,1,envelope
3.1444886012449646e-05,3682.616960816536,1,envelope
3.198566394914537e-05,3295.730727660796,1,envelope
3.253574199196014e-05,3295.730727660796,1,envelope
3.309528008080259e-05,3295.730727660796,1,envelope
3.3664440906171004e-05,2949.489763616128,1,envelope
3.424338995645686e-05,2949.489763616128,1,envelope
3.483229556606174e-05,2949.489763616128,1,envelope
3.543132896434249e-05,2639.6239816142215,1,envelope
3.6040664325397346e-05,2639.6239816142215,1,envelope
3.666047881870845e-05,2639.6239816142215,1,envelope
3.7290952660655424e-05,2639.6239816142215,1,envelope
3.79322691669154e-05,2362.31189891316,1,envelope
3.8584614805762685e-05,2362.31189891316,1,envelope
3.924817925228656e-05,2362.31189891316,1,envelope
3.992315544354099e-05,2114.1335078847083,1,envelope
4.060973963464263e-05,2114.1335078847083,1,envelope
4.130813145583338e-05,2114.1335078847083,1,envelope
4.201853397052511e-05,1892.028098075126,1,envelope
4.274115373434183e-05,1892.028098075126,1,envelope
4.3476200855177354e-05,1892.028098075126,1,envelope
4.422388905428612e-05,1693.2565093713065,1,envelope
4.498443572842469e-05,1693.2565093713065,1,envelope
4.575806201306149e-05,1693.2565093713065,1,envelope
4.654499284667363e-05,1693.2565093713065,1,envelope
4.7345457036150206e-05,1515.3673507519288,1,envelope
4.8159687323319595e-05,1515.3673507519288,1,envelope
4.898792045262087e-05,1515.3673507519288,1,envelope
4.983039723993984e-05,1356.1667680093688,1,envelope
5.0687362642628035e-05,1356.1667680093688,1,envelope
5.1559065830725974e-05,1356.1667680093688,1,envelope
5.244576025941167e-05,1213.6913875967875,1,envelope
5.334770374269513e-05,1213.6913875967875,1,envelope
5.426515852837976e-05,1213.6913875967875,1,envelope
5.519839137431287e-05,1086.1841029247555,1,envelope
5.6147673625948394e-05,1086.1841029247555,1,envelope
5.7113281295242674e-05,1086.1841029247555,1,envelope
5.8095495140906864e-05,1086.1841029247555,1,envelope
5.9094600750040704e-05,972.072404487065,1,envelope
6.0110888621169025e-05,972.072404487065,1,envelope
6.114465424870644e-05,972.072404487065,1,envelope
6.219619820887516e-05,869.9489865676325,1,envelope
6.326582624710032e-05,869.9489865676325,1,envelope
6.435384936690785e-05,869.9489865676325,1,envelope
6.546058392035102e-05,778.5543913566794,1,envelope
6.658635169999332e-05,778.5543913566794,1,envelope
6.7731480032472e-05,778.5543913566794,1,envelope
6.889630187367082e-05,696.7614764312942,1,envelope
7.008115590552992e-05,696.7614764312942,1,envelope
7.128638663452158e-05,696.7614764312942,1,envelope
7.251234449181665e-05,696.7614764312942,1,envelope
7.375938593517646e-05,623.5615140423807,1,envelope
7.502787355259609e-05,623.5615140423807,1,envelope
7.631817616772967e-05,623.5615140423807,1,envelope
7.763066894712855e-05,558.0517507746677,1,envelope
7.896573350932514e-05,558.0517507746677,1,envelope
8.032375803579124e-05,558.0517507746677,1,envelope
8.170513738380493e-05,499.42427415670664,1,envelope
8.311027320125872e-05,499.42427415670664,1,envelope
8.453957404344338e-05,499.42427415670664,1,envelope
8.599345549183689e-05,499.42427415670664,1,envelope
8.747234027493944e-05,446.9560489160905,1,envelope
8.897665839118559e-05,446.9560489160905,1,envelope
9.050684723396962e-05,446.9560489160905,1,envelope
9.206335171882091e-05,400.00000000000006,1,envelope
9.364662441276804e-05,400.00000000000006,1,envelope
9.525712566592592e-05,400.00000000000006,1,envelope
9.689532374534622e-05,400.00000000000006,1,envelope
9.85616949711702e-05,400.00000000000006,1,envelope
0.0001002567238551,400.00000000000006,1,envelope
0.0001019809032413,400.00000000000006,1,envelope
0.0001037347344499,400.00000000000006,1,envelope
0.0001055187274221,400.00000000000006,1,envelope
0.0001073334008694,400.00000000000006,1,envelope
0.0001091792824234,400.00000000000006,1,envelope
0.0001110569087903,400.00000000000006,1,envelope
0.0068808035167522,1.232846739442066e-06,1,envelope
0.0069991371220044,1.232846739442066e-06,1,envelope
0.0071195057864031,1.232846739442066e-06,1,envelope
0.0072419445081698,1.232846739442066e-06,1,envelope
0.007366488887413,1.232846739442066e-06,1,envelope
0.007493175136479,1.232846739442066e-06,1,envelope
0.0076220400904814,1.232846739442066e-06,1,envelope
0.0077531212180107,1.232846739442066e-06,1,envelope
0.007886456632029,1.232846739442066e-06,1,envelope
0.0080220851009514,1.232846739442066e-06,1,envelope
0.0081600460599186,1.232846739442066e-06,1,envelope
0.0083003796222625,1.232846739442066e-06,1,envelope
0.0084431265911699,1.232846739442066e-06,1,envelope
0.0085883284715465,1.232846739442066e-06,1,envelope
0.0087360274820841,1.232846739442066e-06,1,envelope
0.0088862665675369,1.232846739442066e-06,1,envelope
0.0090390894112075,1.232846739442066e-06,1,envelope
0.0091945404476484,1.232846739442066e-06,1,envelope
0.0093526648755816,1.232846739442066e-06,1,envelope
0.0095135086710408,1.232846739442066e-06,1,envelope
0.0096771186007389,1.232846739442066e-06,1,envelope
0.0098435422356662,1.232846739442066e-06,1,envelope
0.010012827964922,1.232846739442066e-06,1,envelope
0.0101850250097837,1.232846739442066e-06,1,envelope
0.0103601834380192,1.232846739442066e-06,1,envelope
0.0105383541784437,1.232846739442066e-06,1,envelope
0.010719589035728,1.232846739442066e-06,1,envelope
0.0109039407054612,1.232846739442066e-06,1,envelope
0.0110914627894725,1.232846739442066e-06,1,envelope
0.011282209811416,1.232846739442066e-06,1,envelope
0.0114762372326244,1.232846739442066e-06,1,envelope
0.0116736014682343,1.232846739442066e-06,1,envelope
0.0118743599035901,1.232846739442066e-06,1,envelope
0.0120785709109285,1.232846739442066e-06,1,envelope
0.0122862938663515,1.232846739442066e-06,1,envelope
0.0124975891670898,1.232846739442066e-06,1,envelope
0.0127125182490643,1.232846739442066e-06,1,envelope
0.012931143604749,1.232846739442066e-06,1,envelope
0.013153528801341,1.232846739442066e-06,1,envelope
0.0133797384992436,1.232846739442066e-06,1,envelope
0.0136098384708664,1.232846739442066e-06,1,envelope
0.0138438956197498,1.232846739442066e-06,1,envelope
0.0140819780000171,1.232846739442066e-06,1,envelope
0.0143241548361624,1.232846739442066e-06,1,envelope
0.0145704965431777,1.232846739442066e-06,1,envelope
0.0148210747470272,1.232846739442066e-06,1,envelope
0.0150759623054727,1.232846739442066e-06,1,envelope
0.0153352333292579,1.232846739442066e-06,1,envelope
0.0155989632036565,1.232846739442066e-06,1,envelope
0.0158672286103915,1.232846739442066e-06,1,envelope
0.0161401075499306,1.232846739442066e-06,1,envelope
0.016417679364166,1.232846739442066e-06,1,envelope
0.016700024759483,1.232846739442066e-06,1,envelope
0.0169872258302271,1.232846739442066e-06,1,envelope
0.0172793660825726,1.232846739442066e-06,1,envelope
0.0175765304588036,1.232846739442066e-06,1,envelope
0.017878805362011,1.232846739442066e-06,1,envelope
0.0181862786812154,1.232846739442066e-06,1,envelope
0.0184990398169214,1.232846739442066e-06,1,envelope
0.0188171797071117,1.232846739442066e-06,1,envelope
0.0191407908536878,1.232846739442066e-06,1,envelope
0.0194699673493661,1.232846739442066e-06,1,envelope
0.0198048049050358,1.232846739442066e-06,1,envelope
0.0201454008775881,1.232846739442066e-06,1,envelope
0.0204918542982231,1.232846739442066e-06,1,envelope
0.0208442659012441,1.232846739442066e-06,1,envelope
0.0212027381533473,1.232846739442066e-06,1,envelope
0.0215673752834144,1.519911082952933e-06,1,envelope
0.0219382833128183,1.519911082952933e-06,1,envelope
0.0223155700862495,1.519911082952933e-06,1,envelope
0.0226993453030734,1.519911082952933e-06,1,envelope
0.0230897205492257,1.519911082952933e-06,1,envelope
0.0234868093296571,1.519911082952933e-06,1,envelope
0.0238907271013364,1.519911082952933e-06,1,envelope
0.0243015913068198,1.873817422860383e-06,1,envelope
0.0247195214083988,1.873817422860383e-06,1,envelope
0.0251446389228349,1.873817422860383e-06,1,envelope
0.0255770674566914,1.873817422860383e-06,1,envelope
0.0260169327422733,1.873817422860383e-06,1,envelope
0.0264643626741849,1.873817422860383e-06,1,envelope
0.0269194873465162,1.873817422860383e-06,1,envelope
0.0273824390906692,1.873817422860383e-06,1,envelope
0.0278533525138339,1.873817422860383e-06,1,envelope
0.028332364538127,2.310129700083163e-06,1,envelope
0.0288196144404027,2.310129700083163e-06,1,envelope
0.0293152438927491,2.310129700083163e-06,1,envelope
0.0298193970036803,2.310129700083163e-06,1,envelope
0.0303322203600371,2.310129700083163e-06,1,envelope
0.0308538630696086,2.310129700083163e-06,1,envelope
0.0313844768044864,2.310129700083163e-06,1,envelope
0.0319242158451648,2.848035868435805e-06,1,envelope
0.0324732371253992,2.848035868435805e-06,1,envelope
0.0330317002778351,2.848035868435805e-06,1,envelope
0.0335997676804241,2.848035868435805e-06,1,envelope
0.0341776045036354,2.848035868435805e-06,1,envelope
0.0347653787584811,2.848035868435805e-06,1,envelope
0.0353632613453671,2.848035868435805e-06,1,envelope
0.035971426103783,2.848035868435805e-06,1,envelope
0.0365900498628484,2.848035868435805e-06,1,envelope
0.0372193124927269,2.848035868435805e-06,1,envelope
0.037859396956925,3.5111917342151347e-06,1,envelope
0.0385104893654904,3.5111917342151347e-06,1,envelope
0.0391727790291249,3.5111917342151347e-06,1,envelope
0.0398464585142284,3.5111917342151347e-06,1,envelope
0.0405317236988891,3.5111917342151347e-06,1,envelope
0.0412287738298365,3.5111917342151347e-06,1,envelope
0.0419378115803746,3.5111917342151347e-06,1,envelope
0.0426590431093102,4.328761281083061e-06,1,envelope
0.0433926781208963,4.328761281083061e-06,1,envelope
0.0441389299258043,4.328761281083061e-06,1,envelope
0.044898015503147,4.328761281083061e-06,1,envelope
0.045670155563566,4.328761281083061e-06,1,envelope
0.0464555746134063,4.328761281083061e-06,1,envelope
0.0472545010199929,4.328761281083061e-06,1,envelope
0.0480671670780304,4.328761281083061e-06,1,envelope
0.0488938090771451,4.328761281083061e-06,1,envelope
0.0497346673705879,5.336699231206313e-06,1,envelope
0.0505899864451192,5.336699231206313e-06,1,envelope
0.0514600149920958,5.336699231206313e-06,1,envelope
0.0523450059797794,5.336699231206313e-06,1,envelope
0.0532452167268898,5.336699231206313e-06,1,envelope
0.0541609089774224,5.336699231206313e-06,1,envelope
0.0550923489767526,5.336699231206313e-06,1,envelope
0.0560398075490487,6.579332246575683e-06,1,envelope
0.0570035601760163,6.579332246575683e-06,1,envelope
0.0579838870769977,6.579332246575683e-06,1,envelope
0.0589810732904468,6.579332246575683e-06,1,envelope
0.0599954087568077,6.579332246575683e-06,1,envelope
0.0610271884028168,6.579332246575683e-06,1,envelope
0.0620767122272552,6.579332246575683e-06,1,envelope
0.0631442853881761,6.579332246575683e-06,1,envelope
0.064230218291632,6.579332246575683e-06,1,envelope
0.0653348266819283,8.111308307896873e-06,1,envelope
0.0664584317334282,8.111308307896873e-06,1,envelope
0.0676013601439368,8.111308307896873e-06,1,envelope
0.068763944229692,8.111308307896873e-06,1,envelope
0.0699465220219876,8.111308307896873e-06,1,envelope
0.0711494373654591,8.111308307896873e-06,1,envelope
0.0723730400180597,8.111308307896873e-06,1,envelope
0.0736176857527545,8.111308307896873e-06,1,envelope
0.0748837364609659,1e-05,1,envelope
0.0761715602577954,1e-05,1,envelope
0.077481531589057,1e-05,1,envelope
0.0788140313401506,1e-05,1,envelope
0.0801694469468067,1e-05,1,envelope
0.0815481725077378,1e-05,1,envelope
0.0829506088992254,1e-05,1,envelope
0.0843771638916783,1e-05,1,envelope
0.0858282522681956,1.2328467394420658e-05,1,envelope
0.0873042959451679,1.2328467394420658e-05,1,envelope
0.0888057240949538,1.2328467394420658e-05,1,envelope
0.0903329732706646,1.2328467394420658e-05,1,envelope
0.0918864875330968,1.2328467394420658e-05,1,envelope
0.0934667185798461,1.2328467394420658e-05,1,envelope
0.0950741258766419,1.2328467394420658e-05,1,envelope
0.0967091767909421,1.2328467394420658e-05,1,envelope
0.0983723467278226,1.5199110829529332e-05,1,envelope
0.1000641192682071,1.5199110829529332e-05,1,envelope
0.1017849863094714,1.5199110829529332e-05,1,envelope
0.1035354482084663,1.5199110829529332e-05,1,envelope
0.1053160139270024,1.5199110829529332e-05,1,envelope
0.1071272011798329,1.5199110829529332e-05,1,envelope
0.1089695365851854,1.5199110829529332e-05,1,envelope
0.1108435558178803,1.5199110829529332e-05,1,envelope
0.1127498037650813,1.8738174228603867e-05,1,envelope
0.1146888346847288,1.8738174228603867e-05,1,envelope
0.1166612123666921,1.8738174228603867e-05,1,envelope
0.1186675102966991,1.8738174228603867e-05,1,envelope
0.1207083118230794,1.8738174228603867e-05,1,envelope
0.12278421032638,1.8738174228603867e-05,1,envelope
0.124895809391895,1.8738174228603867e-05,1,envelope
0.1270437229851624,1.8738174228603867e-05,1,envelope
0.1292285756304815,1.8738174228603867e-05,1,envelope
0.131451002592497,2.3101297000831627e-05,1,envelope
0.133711650060909,2.3101297000831627e-05,1,envelope
0.1360111753383576,2.3101297000831627e-05,1,envelope
0.1383502470315388,2.3101297000831627e-05,1,envelope
0.1407295452456089,2.3101297000831627e-05,1,envelope
0.1431497617819293,2.3101297000831627e-05,1,envelope
0.1456116003392152,2.3101297000831627e-05,1,envelope
0.1481157767181414,2.3101297000831627e-05,1,envelope
0.1506630190294667,2.8480358684358048e-05,1,envelope
0.1532540679057401,2.8480358684358048e-05,1,envelope
0.1558896767166441,2.8480358684358048e-05,1,envelope
0.158570611788045,2.8480358684358048e-05,1,envelope
0.1612976526248084,2.8480358684358048e-05,1,envelope
0.1640715921374453,2.8480358684358048e-05,1,envelope
0.1668932368726605,2.8480358684358048e-05,1,envelope
0.16976340724786,2.8480358684358048e-05,1,envelope
0.1726829377896968,2.8480358684358048e-05,1,envelope
0.1756526773767157,3.511191734215135e-05,1,envelope
0.1786734894861711,3.511191734215135e-05,1,envelope
0.1817462524450924,3.511191734215135e-05,1,envelope
0.1848718596856629,3.511191734215135e-05,1,envelope
0.188051220004995,3.511191734215135e-05,1,envelope
0.1912852578293697,3.511191734215135e-05,1,envelope
0.1945749134830207,3.511191734215135e-05,1,envelope
0.1979211434615437,4.328761281083062e-05,1,envelope
0.2013249207100033,4.328761281083062e-05,1,envelope
0.2047872349058274,4.328761281083062e-05,1,envelope
0.2083090927465634,4.328761281083062e-05,1,envelope
0.2118915182425831,4.328761281083062e-05,1,envelope
0.215535553014825,4.328761281083062e-05,1,envelope
0.2192422565976514,4.328761281083062e-05,1,envelope
0.2230127067469202,4.328761281083062e-05,1,envelope
0.22684799975335,4.328761281083062e-05,1,envelope
0.230749250761275,5.336699231206312e-05,1,envelope
0.2347175940928858,5.336699231206312e-05,1,envelope
0.2387541835780398,5.336699231206312e-05,1,envelope
